Payment_id,order_id,payment_installments,payment_type,payment_value,status,device,time_purchased,time_delivered
9cb0ef5c-f08b-496f-ba49-72c738c873b4,5668f469a5a3e3d85c62791fddbb701f,5,credit_card,72.64,Pending,Mobile,2017-11-24 10:43:47,2017-12-05 18:41:13
5fd262bc-1254-4e8d-aa15-df1891450904,d8b57220afe3f1416bb889cc0e61aa67,,credit_card,31.43,Success,Mobile,2018-03-12 17:23:56,2018-04-06 23:51:04
6665bfe4-95e6-4fcc-9a75-d9621cb2769e,dd38e535112fb5094b53b1997c4eda52,1,voucher,573.68,Success,Mobile,2018-08-13 13:01:54,
96e0e00c-d417-4097-9f81-943b1c801094,1cb80dcfe2d0c0ec3b39d3d7b9bfac21,4,credit_card,137.12,Success,Mobile,2018-03-09 21:40:55,2018-03-22 15:28:36
74c06a94-f5d9-411e-a638-01d74bce56a5,d34609f0a5940b1e6055d239899b8932,6,credit_card,67.49,Success,Desktop,2017-08-04 12:20:35,2017-08-14 21:22:39
9e763849-404d-4a7f-af3b-d91444f9650d,14142e4c26cd190475c63c3dc773bf6c,1,voucher,100.0,Success,Mobile,2018-02-15 22:28:47,2018-03-01 21:30:30
c5339e4a-43b1-4312-97b5-8930e374476c,3bdee9037e5c8cb41e34af539f550cb0,1,credit_card,58.13,Success,Mobile,2018-04-24 12:46:59,2018-05-05 17:53:35
de15afee-eb1a-4ca5-9c5d-a736c6930515,03976e284ff273b3e5fda450030f32c1,6,credit_card,68.3,Pending,Mobile,2017-09-04 14:25:41,2017-09-12 23:54:52
9b4ed0d3-59ab-4b69-a0ba-ad6220c22e02,9c9353e8fd52f68f8442e580b5f2bba6,1,voucher,78.76,Success,Mobile,2018-02-27 21:30:27,2018-03-23 19:38:52
0fb49200-6593-4872-bddf-8106806bec9a,ca274ea678d57fbf2dbfbb1b72a236d5,1,boleto,78.83,Success,Mobile,2018-08-13 11:44:27,2018-08-18 00:08:50
a3c9390c-a5ce-4e7d-91fc-98de1255937f,13d341318c77969f10d77e1382957542,1,boleto,38.86,Pending,Desktop,2018-08-01 09:43:22,
653c90eb-bed2-4ed9-b5da-6f2d64c3a7ad,ea764419097374269907e79452553f51,2,credit_card,44.24,Success,Desktop,2017-08-20 17:37:00,2017-08-23 13:33:53
9e29630c-d03d-48a6-84fc-260c712f9246,5a72b18541d7405e2725f184e99651fd,1,boleto,145.11,Success,Mobile,2018-02-05 23:17:11,2018-02-23 18:52:24
0cfa422d-27ac-4853-ba18-2031275e72dd,a415ad4db7ac7a8d3f67fa7aeb0d569e,2,credit_card,49.59,Success,Mobile,2018-07-19 10:39:04,2018-07-23 16:10:34
5158ce87-9260-4c29-9414-c2746fd8d5a8,c08d66a6714c940c505deae9b3916bcf,1,boleto,152.17,Success,Mobile,2018-01-23 19:51:48,2018-01-25 22:24:27
ac2922fb-1a81-4d23-b1f3-c31bc89ecbf3,ee81daf572c595016b038f9dcf8f6a0a,6,credit_card,238.21,Success,Desktop,2018-07-04 20:14:04,2018-07-13 13:36:40
e35c6574-ec24-42c2-aae4-140c8864df8f,423a74bc335eb62b36ac17941c6eb309,5,credit_card,50.01,Success,Desktop,2017-10-25 14:59:58,2017-11-03 21:03:35
1c63fa89-873c-42b4-8bb2-40709c6572ca,69fe44146033a055ffc2ac0b670c4b11,1,debit_card,19.89,Success,Mobile,2018-07-26 16:08:45,2018-07-31 16:36:52
a6ca3f42-67d0-4948-a11b-eb2f23664907,5de49d2694e14cb7d84e7131475e63b1,6,credit_card,118.0,Success,Mobile,2018-01-07 15:18:02,2018-01-13 02:33:14
2859c4ec-b977-4a3f-812e-b0693c8d890e,d7c320185a2f9b32f5e2370ff3f8bd64,1,voucher,3.9,Success,Mobile,2017-07-30 06:39:28,2017-08-11 18:40:04
50a40c70-7ea1-46ce-af26-bf57bf7cde6a,8eaff5985d99ef7dd4578cbdc31b430f,1,credit_card,124.22,Success,Mobile,2017-04-25 13:27:31,2017-05-11 11:26:43
1091a973-103f-4776-b841-1d8548247cba,a9b90916ddc087b5ba5b9168b82e3d7d,4,credit_card,40.0,Success,Desktop,2017-07-04 11:04:07,2017-07-13 16:33:16
bf07ddea-e865-4d3f-a93c-622fbf784caa,3a387120748132611868e2e4707cdbaa,10,credit_card,1853.75,Success,Desktop,2018-01-26 11:16:02,2018-02-28 17:46:53
c2434e1d-ba2b-4c07-983a-2339baa41ce7,13e75c454430b7d67b590a2b5f6308ef,5,credit_card,54.86,Success,Mobile,2018-08-17 01:24:46,2018-08-30 02:02:42
034b78d4-bfec-4822-a84e-b0d8852d3a08,94e804cbf3da3ae66126b5d81e1f72fc,1,boleto,509.61,Success,Mobile,2017-08-10 18:18:04,2017-08-18 20:06:44
39be4358-992e-4322-948c-4f659e28c45e,518d2444a28aa986367a85f3637e32a7,1,boleto,116.85,Pending,Mobile,2018-01-28 19:36:55,2018-02-03 18:36:48
3e5cce6e-a5bd-426c-9a8c-9447924e52ba,407408433ee2a9ed77984aa5a06e2b2e,1,credit_card,76.17,Pending,Desktop,2017-10-04 11:31:15,2017-10-09 23:02:53
801ed996-22b1-4745-94d8-81bf373defe5,ac4b7ecdaaa68d5c37e626e9a1f49005,5,credit_card,595.49,Pending,Mobile,2018-05-03 22:54:21,2018-05-24 03:27:19
e7c0b699-4600-4c3e-a38f-48824a9a190c,f459d85f58bc7103cc87a3659e6e3591,2,,41.92,Pending,Mobile,2017-09-02 21:00:39,2017-09-05 23:26:35
ea5f9a82-97d8-4771-af80-3b1a0204eed5,ec328869ec9d309e95ca9e78b1e81b4b,3,credit_card,33.19,Pending,Mobile,2018-04-07 20:14:01,2018-04-19 12:03:56
e9c8a4ef-b09e-4e7b-9f06-fe1c488570a5,412d792bed01aa8c9d9bbc92e8e5e1ef,3,credit_card,95.37,Pending,Mobile,2018-04-02 17:29:57,
96c7c94d-8aef-4e2a-a69c-0fd9e4ebd988,a59a8fa1ef4546339d5f68967925864e,1,credit_card,72.99,Success,Mobile,2017-11-07 23:18:59,2017-11-16 21:45:32
3aedc338-6401-45ae-a531-4405139d1797,d8d281c1a1398a1e835fdc4adfb81e2a,7,credit_card,702.41,Success,Tablet,2018-07-23 20:50:50,2018-07-27 18:27:42
251ad7c9-244b-45e2-872d-34071effdd63,417abe2ef3ebf13d2ce7606ebadbf834,4,,73.03,Fail,Desktop,2017-11-26 22:59:43,2017-12-03 12:43:34
da7af0d7-c734-47c7-a456-a1dfafca0991,3026c814d0f98a4808e74be8c017da23,2,credit_card,103.44,Success,Desktop,2017-12-15 19:56:51,2017-12-27 15:09:37
b6dbc4cf-b7d3-4a1f-be3b-d1d86a5bbf37,e63d9de42a90dff1cdde4dac22056ac3,3,credit_card,164.13,Success,Mobile,2018-05-04 11:54:06,2018-05-14 19:38:46
5392c7c7-f4e3-4967-9421-4e73dae13510,4f2d0f7323a3507fd4d36383958ec6fe,1,boleto,115.15,Pending,Desktop,2018-04-29 11:43:37,2018-05-11 23:18:43
7d122c3e-7241-41c5-b436-b33a738a6f6c,1bdd4c66aa68cf72d2fc25b9f9e4bb48,1,boleto,42.09,Success,Mobile,2017-12-06 17:42:49,2017-12-20 18:24:50
2b1ac062-0b17-47e6-aff7-4c3a00742e91,b84a1e6e6311e6c40724fee7551a915b,8,credit_card,153.14,Pending,Desktop,2017-10-13 12:24:20,2017-10-20 17:33:41
791b340d-1bae-41b7-b908-dea4d5192f18,3f60c18dceaa348eb8891eea71a53dc1,1,credit_card,88.5,Success,Mobile,2018-08-01 20:48:00,2018-08-09 17:21:03
ee8066a1-8105-49b4-884c-f955573e3a39,85a4fbdba48c815924115fb82330071c,3,credit_card,34.09,Success,Mobile,2017-05-24 19:20:02,2017-06-06 14:55:57
356c5a4f-b496-46c8-87b9-394648ff3851,80c7b4c9343d57c6f4e84201ba70063c,8,credit_card,568.05,Pending,Tablet,2018-03-04 09:51:23,2018-03-26 19:47:47
02192af3-a32b-406e-8d39-6962ea05acf2,5bebe0296b65287e94b489cd279782cc,8,credit_card,703.06,Success,Desktop,2018-08-17 11:51:36,2018-08-22 18:21:40
289b3c30-26c0-4d1e-bdf8-fe8b04c12d0e,9a96cb87afd1a52ed560f0dba3de63ef,4,credit_card,313.6,Success,Desktop,2018-05-20 16:01:20,2018-06-05 17:43:41
bb5b664a-4216-48c1-98ce-70d4a25f67f0,9b05f77ce0774039487118673d490f37,1,boleto,133.25,Success,Mobile,2018-03-06 15:16:43,2018-03-14 20:38:48
fdabbfd1-1b87-48a5-877c-cfa3eb132398,9ca0824f0707d393f343607db317b6d1,2,credit_card,348.07,Success,Desktop,2017-09-29 16:29:57,2017-10-13 21:10:28
f85546ed-dd21-40fd-a82f-8abe68867d9c,619b6c8ac39a9c798780d761e4b36fed,9,credit_card,461.94,Success,Desktop,2017-12-12 11:43:58,2018-01-02 11:59:13
e96d374e-ccfa-4f9f-92aa-e6faa687fe28,2631dba338efbcea9c3ace77ce210c01,1,credit_card,594.46,Success,Mobile,2016-10-06 08:28:19,2016-12-15 13:35:55
b63a5071-b5bb-4bfa-9f56-fcfac705c037,283a7afd444a9a463b7bc938f0344f70,3,credit_card,155.63,Success,Desktop,2017-06-23 01:55:44,2017-07-03 10:07:48
3e53943c-5241-4ed4-8a02-d1e5d69cce01,f9b9315ba69bd868c7a741f96f944dfb,,credit_card,77.66,Success,Mobile,2017-07-24 14:50:46,2017-08-15 13:04:48
5ae9668c-50a5-498d-b054-3a710d7e0f0d,f4f61b16e0eed6fa5b839b42a4b2b2d3,5,credit_card,116.43,Success,Mobile,2017-02-25 01:52:18,2017-03-07 08:21:58
7dd73e93-26be-4304-b9ff-1e3fcf11cab8,a42283397a151200700834c740a51a37,1,credit_card,41.64,Success,Mobile,2018-07-30 21:20:29,2018-08-01 20:54:44
79e6d52c-a18d-4a18-acd5-adb74cc77c8a,4c5e883786df8d555be4dc12f11d3fe7,1,boleto,121.97,Success,Desktop,2018-06-10 06:44:32,
b5da6f03-db48-438a-ac87-889636c4e9c4,18868acb1d9411827ee09a01ced20833,3,credit_card,144.15,Success,Mobile,2018-01-22 20:31:34,2018-02-01 00:12:55
f20a2556-9fbd-42b0-a19f-df8f69579249,5feeb22d03c193159f3e223c2a87e745,,credit_card,159.14,Pending,Tablet,2018-07-09 19:44:31,2018-07-11 16:28:30
56a617ed-7286-4917-be4a-629d384d5a25,4a8e88b3aeb9aa051f967f7f551213ab,3,credit_card,94.3,Success,Mobile,2017-05-10 10:25:20,2017-05-25 14:15:37
d49bf7b0-1386-4917-b108-bdf1468d5799,95606e8113c2e8087c09cffe458fbf82,4,credit_card,127.01,Pending,Desktop,2017-05-16 10:15:30,2017-05-25 14:33:13
3629fd11-95bf-4bd9-958c-08bc586714e2,689c69f5d10d806b64b4b89bf4a7e5e1,1,credit_card,41.0,Success,Tablet,2017-11-21 11:05:07,2017-12-05 22:33:25
5f369a1c-5144-4d64-997e-80f1d23e4671,91d6d5752d41b6d8cbd20d30b7750459,1,credit_card,19.42,Success,Mobile,2017-08-06 10:29:08,2017-08-22 18:13:14
51fff0b8-cb37-4ba2-9bd3-55252792ae84,5d80f1568478295e280e48e5d766bb28,4,credit_card,164.38,Success,Mobile,2017-05-22 08:31:33,2017-05-30 13:52:05
3b7aae8a-9b25-419a-8d0d-ec9cc4fdb603,a0147b55f1d225bb21f981e58f735589,1,voucher,219.3,Pending,Desktop,2017-08-16 08:48:56,2017-08-28 17:19:54
c8cb9e25-6c24-4271-b78d-eb869c67bc47,cc70bdcbdc96a3800ea3cecdc98b1a72,1,,52.93,Success,Mobile,2018-06-15 21:12:07,2018-06-22 21:36:38
2c591b25-f584-4168-8f5e-20829801226d,a123cd9821687920113cb485d989016c,2,credit_card,82.9,Success,Mobile,2018-03-11 10:53:47,2018-03-21 11:08:41
d5655f09-ea82-4147-98f1-a5c6ff295798,07c33a9470d0df2a30cc8a8ebd0288d1,1,boleto,95.2,Pending,Mobile,2018-05-16 18:29:24,2018-05-23 14:58:36
dacd0522-2598-4722-a0c7-e4d6302200ec,20d74f313f0dccb9b27b7865951126fe,1,boleto,99.43,Pending,Desktop,2018-04-16 22:10:15,2018-05-03 19:16:28
9b49f635-ff60-4e2a-9794-fc387359ef5e,a8ab4d61b3fd92a9aa110f5940434d1e,7,credit_card,373.1,Pending,Mobile,2017-09-12 20:43:48,2017-09-20 18:24:48
2fcda827-4a14-4524-becf-4fe652d2b27a,61a86f238895780d1ddc6344985537ef,1,credit_card,53.1,Success,Mobile,2017-11-24 23:53:23,
7fbae2f4-fb4e-4b9a-97d5-bbc07554964d,bacd96c90a381b246902e1882c0fb7d1,4,credit_card,90.28,Success,Mobile,2017-07-03 11:08:06,2017-07-10 17:50:12
3ce78b2e-8c77-4b5e-bc76-10853f511023,2ad9dad7b4962fc37fd33869e09ae5b6,1,credit_card,58.41,Success,Desktop,2018-08-07 08:19:25,2018-08-13 21:32:21
cb217504-0c67-4467-8e52-5fefc92ae82e,,1,credit_card,7.9,Success,Mobile,2018-04-10 15:53:39,2018-04-14 15:52:12
483008c8-a500-4105-847b-cfc380df46c7,28ff0422d12a02fb62ae4c9f9e9317f3,5,credit_card,69.13,Success,Desktop,2018-03-05 06:24:49,2018-04-12 16:26:37
2bde45d5-27a1-4147-91ef-30532ef8dbee,ce1102192008032289474c932a4c241a,1,boleto,99.06,Success,Mobile,2018-06-20 22:11:57,2018-07-04 19:18:44
41bdc486-1828-4462-b1f5-b8ce0303d0e1,71284044cb3bff0706dff7234e8c4e89,1,credit_card,108.88,Pending,Mobile,2018-06-18 14:17:06,2018-06-22 22:13:38
01d82bf0-b21d-408f-b760-7353eb5fe7ce,d900dcc636a20564de0edda6a808b44a,1,boleto,107.9,Success,Mobile,2018-01-10 22:07:20,2018-01-23 02:36:30
beb35b9a-4b89-46e8-bda6-3d26c5c9c1e3,285c2e15bebd4ac83635ccc563dc71f4,1,voucher,1.05,Pending,Mobile,2017-12-08 12:00:04,2017-12-21 16:33:10
ce47d385-ef10-492f-afd0-445cec677e4a,6a436bfc9dcfaf12d5075d521f38afe9,5,credit_card,206.95,Success,Desktop,2017-10-03 20:37:50,2017-10-07 12:29:03
2252aeae-32e2-4707-8c78-9c0b02bc5900,88d7e753142771dcd0b1e0ad155fc626,1,voucher,76.3,Success,Mobile,2018-05-11 11:08:39,2018-05-17 01:10:48
9f0a609a-4076-40bf-9acf-322864455d3c,9bbd037f106d5d924f8fa73e2223a8e8,1,boleto,34.42,Success,Mobile,2017-04-18 08:01:02,2017-05-02 15:14:53
422a867f-fa2b-4b1b-badf-514b2481e8b6,f24afd66659f204e2fe3866ae39f4e20,1,credit_card,85.58,Success,Tablet,2018-07-21 17:41:13,2018-07-25 18:07:07
55a957c7-dd79-4fda-8210-00b52d1e69ef,13cde3630a835cffb389eee14cbc0e1a,2,credit_card,69.85,Success,Mobile,2018-03-06 06:16:20,2018-03-18 14:44:29
8300f758-9ecd-43ad-afd6-b47e6f19b407,1a68123d36b3a96ebeb710db015da2e3,1,credit_card,57.98,Success,Mobile,2017-08-30 13:21:35,2017-09-04 17:25:47
7abead13-f258-46c3-958a-5aaa3bd990a1,9f1c82ad0dd23c77d357787af9920195,3,credit_card,162.55,Success,Mobile,2018-02-11 19:50:15,2018-03-01 16:47:36
ffb43602-840a-4375-8ad7-c8b43211ba86,bd321a43c9e3e0ce286bc76d7bc18e53,5,credit_card,222.07,Success,Mobile,2017-03-19 21:27:14,2017-03-24 16:35:52
