Payment_id,order_id,payment_installments,payment_type,payment_value,status,device,time_purchased
ecee71f0-d42c-4c23-bb2f-198d6398d80c,a6cf71d9fd08019c865e09285ef911b8,10,credit_card,228.72,Pending,Desktop,2025-01-08 12:51:11
b5125b50-6eee-4d87-bd8c-e0ae4ea70256,6f5a2dbe5ccce73a9d053a542baabd1c,4,credit_card,307.64,Success,Mobile,2025-05-30 01:13:16
8857c57b-d885-4457-970f-13c3ec3351ef,ed0e7f24f9eadad43edce801270a981e,10,credit_card,811.77,Pending,Mobile,
ed4b76ba-f9ce-49a3-9364-7012a8708fd4,74174e09b0021ebfcb7b5e9d115910b6,1,boleto,92.61,Success,Mobile,2024-09-02 02:54:14
5c002024-3763-465d-a985-5932a89e5669,679d507dacd35ecf587d994177d06871,3,credit_card,37.71,Fail,Mobile,2025-08-01 23:42:09
ae27a557-75f1-4207-a96d-a11145e160ff,442651ec03ad04b3ba5cd034cc8853c8,1,credit_card,54.10,Success,Desktop,2024-08-21 08:10:26
d403181c-d5e5-4022-8374-c86261978b46,3e2b45761c1280a1c1165c83d3292c43,6,credit_card,132.94,Pending,Desktop,2025-08-02 19:40:40
93ed8009-b138-49b4-a887-49e0ac2d9247,03b5ec589ff32d3dac9dd2f9f06496d6,1,credit_card,143.86,Success,Mobile,2025-02-09 04:38:04
807be274-d587-4cf6-a5d7-1d43e44e6c3b,91711692ae6735d80d347c000533637f,2,credit_card,156.25,Success,Mobile,2025-07-05 14:39:51
1ce19e97-df52-4bcc-bb70-df95805b2496,3558178e8d339107c501b79be5836b47,4,credit_card,44.89,Success,Mobile,2025-02-06 00:13:48
0d7951d7-8921-4567-b89c-e491f0fa3851,c7b67f6e3ee300d8fde6627ae6b50041,6,credit_card,139.29,Pending,Mobile,2025-06-08 09:39:35
a99832a2-b6aa-4e31-851c-8e056a3f5bba,b511d65dcc8a6154086efbf3d2c9230d,4,credit_card,51.78,Pending,Mobile,2025-02-01 19:13:03
1bd356ed-0a86-4b78-aa8e-b520ce90cbf5,9ce19d5b71288d9c2fbb7e5848d28d95,5,credit_card,148.97,Success,Mobile,2024-10-23 11:13:54
99377a3a-daab-460f-93c2-9878eee66e38,ba95b4f24ad0bbb40a753470c555727a,8,credit_card,92.57,Success,Mobile,2025-06-05 15:29:21
7dac64c1-e980-493a-8df8-22687a6b6498,9327c73b786466a6815c3d5a7785bbe0,1,voucher,8.88,Pending,Mobile,2024-08-09 19:08:14
a37394ee-d846-42d6-b7d9-69d3e701532d,a1e92d086f682e6d8a328e19e14e0621,1,credit_card,63.27,Success,Mobile,2024-11-29 11:58:50
96273c29-ff91-43e6-8d95-38b6845425f2,8f1891d25496da49ea3156de28e8b417,1,boleto,106.78,Success,Mobile,2024-09-19 21:16:04
09da52da-99d1-4914-95fe-3ebe8969ddf6,69b03f2aed38a9b622ddad0998b00ccb,1,voucher,25.77,Success,Mobile,2024-09-01 14:04:10
0b5f94ea-5f04-4c49-9c6a-83f836a461a1,2dceebebb97f2c0222194e9c24c28296,2,credit_card,93.56,Success,Mobile,2024-10-10 20:07:07
6e185d57-d107-4b3a-9018-eacabdb69a80,7991b363c057a520b3ffa9dd2919cff5,1,credit_card,68.89,Success,Mobile,2025-02-08 07:41:00
ed993c1e-f64a-4ac9-93e0-39431a9c26fa,970310b46556ed34638f035a75ccfcf1,7,credit_card,140.63,Success,Mobile,2024-11-24 08:25:57
66fafd10-aae1-484b-9ee7-d934abf47af2,4638df545f7ab35cb2e4ed4bcb490e17,3,credit_card,902.35,Fail,Mobile,2025-05-24 02:40:57
1495d668-99b0-481f-8bc8-14342944a0f7,6ccb433e00daae1283ccc956189c82ae,1,voucher,14.65,Success,Mobile,2025-03-22 12:38:33
142b65e2-e996-43b6-b454-301d66d366ca,8d9aeca18991202d1a10f82ce4802dc0,1,boleto,51.04,Pending,Mobile,2024-08-18 20:42:27
04d83699-5a75-48e4-8f3a-b75884ad2d91,3cf422cc081dcaf5ba0068fa5ef709bf,2,credit_card,193.39,Pending,Mobile,2025-02-25 06:04:21
abce81dd-ac32-4961-a94f-327edbb2501c,666a6189eb4abc80b00d96312defb014,1,boleto,78.65,Success,Mobile,2024-09-05 00:47:11
ebf0f082-68e6-4693-b405-ce3d04d5fb78,65c6c6e3397b02121a0a14f07514612c,5,,57.06,Success,Mobile,2025-05-08 23:47:55
e7c82ad6-790c-4a14-b570-aee508db9096,33715342b6e83325b4fb7a20427b0584,3,credit_card,145.56,Success,Mobile,2024-09-27 07:06:27
9e2f375d-7f3f-4431-9a74-334bd2f6b834,1417dca2e0baf0af7fae3c986506168a,1,credit_card,144.59,Pending,Desktop,2025-05-10 06:10:14
b17e1bfa-32f8-48b9-a917-45bb8f6ed73a,664fffdda32d46c6b21de73112d0a468,1,voucher,111.69,Success,Mobile,2024-12-12 17:14:33
28aedcce-03de-4906-a533-af44d3304426,f90d9d087252c72d1f8a43c65f16f515,1,boleto,224.74,Success,Desktop,2024-10-30 17:28:43
39f5fc37-48f3-4160-acdf-bb98f71bd286,ee35bdc3d877400fe1f81cf038e84840,8,credit_card,106.16,Pending,Mobile,2025-05-15 13:35:10
efe78e5b-63bd-485a-be1e-2505a3a71b49,be000eea7b699cb1b93baa620f7ddfa0,2,credit_card,25.31,Success,Desktop,2024-11-29 22:36:00
7d284b5b-1412-4473-ab14-9ddc33598b57,6cbb7541cec244760660574cd04791c8,2,credit_card,89.03,Pending,Desktop,2025-07-14 02:40:27
2b6b0ecc-36ea-4025-8f3a-4a4b7c49e9c8,f7a0b8c521ea81bf3536ad4ef99fd376,1,credit_card,143.21,Pending,Mobile,2025-07-11 20:45:37
10e35295-07b2-43c4-b72b-9d449696f993,e7e206c19879bfaf67b74f8a8740b21e,1,boleto,79.61,Success,Desktop,2025-07-23 20:37:58
9fc4f82e-ba29-4600-82e1-145cceccdc39,60e87cace48a50a9c3524841a75ec0dd,1,,125.53,Success,Desktop,2024-11-08 23:13:30
530e6501-4c30-417b-960c-3be05e1200be,8c4bef3bdf235d82a1b218de1b3d8d28,1,credit_card,90.41,Success,Desktop,2024-12-17 13:20:50
641c814f-446c-4be7-9e06-6b58ba9300e4,64436f4f8512c1b4391df3458e082b94,1,boleto,63.63,Success,Tablet,2025-04-05 02:32:07
2d17faf2-a1e1-4c01-8536-bd3758e4e6df,87230abed36d9ec9a1dafd369948b4df,3,credit_card,234.42,Pending,Desktop,2025-05-02 12:10:32
068ad782-2389-4fff-a7b7-1278b369558e,aa99d4d374a4defa38916e38322b1749,10,credit_card,119.96,Pending,Mobile,2025-07-06 21:10:55
788d6088-0e39-4366-a1e3-9a00a2ac72c9,6c9e0983a488b321d5a291da9b9efc5a,1,credit_card,90.66,Success,Mobile,2024-09-19 17:24:31
dc81cb01-1354-4010-8d38-9e59d78c23c5,4c93b283893b057fe314b13138f01119,6,credit_card,62.98,Success,Mobile,2025-06-20 07:25:05
8d945537-6d51-4153-b136-30617f341624,0d8ac7eb8e52447e022b8e4a30ff6394,1,boleto,96.43,Success,Tablet,2025-01-11 21:06:15
aa3b09d4-c5f7-4b6e-9a60-5b7d0389c48d,38920184572395a482db42cb4c8e1067,1,boleto,431.92,Pending,Mobile,2025-06-13 21:22:51
b390d119-43ac-4cd0-ac23-71bc4e4dcbd5,0c5a4222cc662d4e0ec50de57f1f8b98,4,credit_card,63.23,Success,Desktop,2025-01-30 11:22:07
e7fcb129-9b90-4be9-b81c-49696085d50a,b9ce6b3fb6996bc5690ee196a0c80888,1,voucher,179.44,Pending,Desktop,2025-05-17 20:43:56
dee83987-a15a-4d7f-b23d-1f6c7670a353,5c26d05602b6bf6463faf31fe5031c1c,1,credit_card,32.38,Success,Mobile,2025-02-28 00:21:23
507ba5f7-0e9b-47ce-a557-b3cdf3b47461,b9fce2067f47956396b6782d9bf146ca,6,credit_card,63.60,Success,Tablet,2025-06-16 14:46:57
5caaf3b6-5845-41be-84cc-f762799e053a,cfd5e54c14f22b62683cea7ed91caa24,3,credit_card,240.89,Success,Mobile,2025-03-04 21:42:22
12b7ad09-a0bc-4ea4-a7bb-f19dab4722e4,2e23a32f0160b8226732e1fab87cbe59,1,boleto,145.14,Success,Mobile,2025-04-18 08:01:49
ed93dc5a-f8bf-43fa-93f1-a87e79f8f067,771fbabfc064df2faba7d317dda924b4,10,credit_card,902.72,Success,Mobile,2024-09-10 02:17:04
3bfb890d-154c-4233-9314-ca5da2e8b081,cf49cb20f726614d8f2bbd281489b0b3,1,credit_card,83.14,Pending,Mobile,2024-10-21 18:43:55
ef528900-a703-4c74-9cff-e2d20f708759,c54d822dcfd0f7c672574a607c9403b3,10,credit_card,719.74,Success,Desktop,2024-11-23 05:07:22
74d9549f-3c29-457c-9266-70cdfe22300c,1ca9b19a39f0b18a4a1470eba6eb5cda,1,voucher,30.00,Success,Mobile,2025-04-15 08:41:04
0509a86a-0a50-4d88-9475-6f13e174cc5e,a77f068fe42de19045229fa9a9380ed5,4,credit_card,206.57,Success,Mobile,2025-05-11 18:53:02
2fd51820-ebf8-4efc-a21b-421cd3c39748,24bbb34026408087d5c21cdc3743028e,1,boleto,39.85,Pending,Tablet,2024-10-30 05:07:57
c341cd51-43f6-4de3-89fd-f18fbef735e8,5d6b252b7498a940c9faa592213429e6,8,credit_card,308.24,Success,Mobile,2025-02-16 07:09:57
c54755c4-bf04-4ba6-89f6-21771ff39bb5,ef2b5fec0f07bc46dcc243b4df361988,10,credit_card,312.59,Success,Mobile,2025-03-26 17:39:00
d1340828-f328-4aed-b0aa-7b2cac8be60e,e383eea23b0b645f90cbb25a13a2ab93,5,credit_card,125.50,Success,Desktop,2024-09-26 07:05:51
00840362-0926-408c-b434-f203584619f0,58fc7929e8fb79aa684a3334b80b757a,2,credit_card,96.69,Success,Mobile,2024-11-04 17:50:58
f0bd0829-4951-46ed-b299-524459ca6ff3,717190a490f69b74799309115b1ccead,1,credit_card,107.15,Success,Desktop,2025-07-07 23:25:01
e1ca72fa-ed57-4bf0-8ba5-e312276c4395,8b308e477ac0136cd944e507c62edace,6,credit_card,124.46,Success,Mobile,2025-06-11 12:46:42
5d638216-e1f5-4879-97ae-82cae01bf478,4fb7f20700ef54b2bad00ee038997999,1,,44.13,Success,Desktop,2025-01-23 13:44:16
81e831a0-c5c2-49f8-9df3-3d0f01cd7596,372f7d827bed42ed537ec39866756e71,1,,159.12,Success,Mobile,2024-12-09 00:10:36
fbdd2b4c-bdb5-4de7-b18f-ba51268bbad4,613dd9eddeb3acc5e976fbd3066be456,1,voucher,67.16,Fail,Mobile,2025-07-03 04:58:43
fabbc52f-5b1e-48b4-9c55-0d0fba9e5dda,880da098e6d00eb875b766a0cc533ede,1,boleto,42.00,Success,Mobile,2024-09-18 09:09:51
f727a499-de9d-4827-b09d-5ac2f9f54841,204e562a760b68ad78d5032698bf6840,1,credit_card,230.40,Success,Desktop,2025-03-02 00:15:16
22e5f926-44bd-464a-ac06-8e790339a0f6,b887a2e34410f9ca015c231938fc3842,5,credit_card,53.38,Pending,Mobile,2024-12-29 06:04:49
e3174729-5d24-4550-8895-5181cda96b13,e8570cab2c50d7a922f29d959fa57a2b,5,credit_card,94.21,Success,Mobile,2024-08-30 15:32:45
90a78960-f25d-4391-8739-7fe3857319b9,d1d5e63e127f2c8bfa668d7073a89299,4,credit_card,108.24,Success,Mobile,2024-10-02 23:08:27
e9fff3b1-55f2-4761-8574-e02b31ca9fe5,85a0537b1cab74ec5a1525c3e60c6467,1,credit_card,141.33,Success,Mobile,2025-04-05 00:46:43
17edb52a-561f-4b99-b261-dcf444f6992a,89004e15d2c77c8dd899015d2662b32d,1,,85.60,Success,Mobile,2025-07-09 19:33:49
04fa019b-3609-4111-8862-04dd02dccee9,b3298cf726e74882e77238c731e53f30,4,credit_card,112.42,Success,Mobile,2024-08-24 12:06:33
d07ec86d-14e6-4e89-8719-917d792f0f9c,bacfb12b369a42b37e0246c786bf4637,1,boleto,373.90,Success,Mobile,2025-06-12 04:40:53
2b3110ea-ac61-4281-9a5a-3daf099135cc,507a4eb733d930ed7dfc37c2dbe4e264,3,credit_card,30.95,Pending,Mobile,2024-10-12 22:07:55
2681b46d-0d0c-4d65-8c94-9f224446ed18,6d633f7b64b5aadd2d278944717b8585,2,credit_card,43.01,Success,Mobile,2025-02-09 22:48:03
0fcb2e28-913b-442e-93ad-3dbe64ae454b,5854e79825b6bb53dcf1afdf5568a404,8,credit_card,414.11,Success,Mobile,2024-12-11 16:36:29
5fad22af-7afa-47ff-9a06-c58a06f65906,488470d4668abcf0aa20df845d584dc2,1,credit_card,80.20,Success,Mobile,2025-01-01 23:25:06
015fb04f-319c-4c88-a554-a67104debd4f,6694b68ebe1f4dff3b22fbbfff33d80a,1,credit_card,49.67,Success,Mobile,2024-12-09 12:09:56
40376bcc-82c0-4c17-bc54-bee76a1891f5,34fa4dce8775b3b4accea9779a4a6562,1,debit_card,47.43,Success,Desktop,2025-06-29 03:47:54
9865777a-7d50-492c-8e63-d34c4bf49ddb,847ccc5f89e0b4539959c0d02d548b88,1,credit_card,43.41,Success,Mobile,2025-06-01 00:32:36
17ed74e9-1a9a-4c8c-a0b4-0543383418b1,40c520349458bcec0ceb7a06f6061a25,1,credit_card,105.41,Success,Mobile,2025-06-25 05:50:58
26023cc2-9179-4c8e-84f6-c824db0cd580,a948c6ec1000c00b7ee37c611b9b49e0,1,credit_card,96.80,Success,Desktop,2024-12-29 13:16:14
2d569819-0afd-4df0-919c-afaf89eacbbd,deaad56e4aacebfa4f49a54a97420651,2,credit_card,85.58,Pending,Mobile,2024-09-01 00:10:44
78a9caad-b4ba-4847-981a-0375eb197f3c,082c30f193b1a499078fafbfa3a2d6a7,2,credit_card,286.64,Success,Mobile,2024-11-23 20:47:37
596d8a18-ec41-4480-aafb-3d0848b84ab5,bab2cfd3d45cf84d1d283c632aa77517,1,boleto,281.96,Pending,Mobile,2025-08-02 15:20:19
e662dde2-b7e1-4f41-bf7e-84f50d5a790c,a19d79983ace7b3b6785db9f7284eb7c,3,credit_card,49.59,Success,Mobile,2024-08-19 21:14:23
74eaa59d-9f4d-4985-b0ce-e3e587f1de4a,71f344dcca43baaa095dc61c9a998917,1,credit_card,238.06,Success,Desktop,2024-10-20 22:16:28
a419b81d-0d58-4977-b563-19f1df215105,6d3973dc513ec7f3894ef3d39afe52a2,1,boleto,85.46,Success,Desktop,2024-11-02 10:11:24
8f31d65c-7917-4e29-be78-9f2d5ed057d3,f3f907158aca4357b0f245b5aeb00a9a,2,credit_card,57.68,Success,Mobile,2025-03-21 00:27:14
24360aca-c8ba-4d62-a0c9-a58c231181d4,4bb9f56f9fdb757c77ec38c0989cba4e,12,credit_card,159.52,Success,Desktop,2024-11-29 10:55:57
ede599f7-2a26-49b3-ac8c-b7b171a3f1c4,aa9247a7a8a840b9bc4a0755c1c8485e,6,credit_card,75.38,Success,Mobile,2025-06-10 00:48:35
704df595-5b7b-4092-8308-a6c0b62c8a85,24caac929f6281eb55ab38103cd821fa,2,credit_card,112.71,Success,Mobile,2025-01-22 03:28:07
68a2ff72-870b-4c34-b61f-b74f7e11df84,58c8cede2c1378f73db545a4e50b1f87,3,credit_card,150.15,Success,Mobile,2025-08-03 13:22:23
8888570b-0c98-4de1-a3a5-72505ed6ec2a,acd45245723df7cb52772a34416b41b1,2,credit_card,95.01,Success,Mobile,2024-11-13 13:41:42
9fb86db8-0016-4648-bb00-a4c2cb084593,9b430d2eff640e354b1e8eacb8a30a2c,1,boleto,276.20,Success,Desktop,2025-07-11 16:06:22
4026b781-d06e-46ea-9f9f-f4993bd0aada,2e740ecc4d15abb7cbef29f843b39942,3,credit_card,37.77,Success,Mobile,2025-03-18 11:58:42
213288af-ebd6-4afb-8a7b-1fc4f048a436,af04ffb35720e2b0ba3e0ff0265d18ac,4,,65.34,Pending,Mobile,2025-03-29 07:08:56
55b22397-8100-4e81-b84a-78a00a466130,02014f2495eef0e869616829d481d743,6,credit_card,1342.63,Fail,Mobile,2024-10-15 00:32:18
fb861cbb-1e26-4d45-afe1-660ae305c682,c9d34829925a92b0d2d385e3f87c9e93,1,credit_card,87.42,Success,Mobile,2025-05-19 21:03:36
5bad4bbe-80d6-47f4-a4b8-19238e38ebc7,3ad540acc809c0ce95b1dfe9cb4b4343,1,debit_card,137.53,Pending,Mobile,2024-12-22 19:01:18
d2d50f97-cf07-414e-8db2-434d3817200f,5c455e9a6d56d30c1652aea99d744e5c,10,credit_card,100.80,Success,Mobile,2024-08-22 02:35:20
11cd84a0-2a8a-4c5b-9148-333117a397f7,3de8c740a547c348fa59a160d9bd7a6e,1,credit_card,61.43,Success,Mobile,2024-12-16 05:22:38
c8729147-1647-4b16-8c18-55cd604f6850,59777653a9cfaef8d8aa7162181c7ba1,1,credit_card,96.97,Success,Mobile,2024-08-15 11:22:18
a4b2c45b-4973-4a35-9b13-50f77133c995,9ffbf165bfd976933256254ac8d7bb36,1,,183.32,Success,Mobile,2024-09-23 14:56:34
224bd269-e928-467b-a840-e0e2795b77bb,06ab29b4849c4417bdac17b1e8a6e482,1,credit_card,109.79,Success,Mobile,2025-05-03 18:54:06
8afa30c5-ff72-4054-860b-8d957ec8c312,dfdbb5222ccb0db3a64c6a09ba0995b1,5,credit_card,492.46,Success,Desktop,2025-05-07 06:15:21
0553012c-bd0a-4bcb-80d5-09a481e5a06d,bbc2ceb7904160da9ea4967f93a1a087,3,credit_card,74.77,Success,Desktop,2025-04-22 20:40:58
98d6b6fe-aab4-47b1-9ab0-aaf574ef8d1d,871bb7860901ad46c75b6082df7b2915,3,credit_card,100.70,Success,Desktop,2025-07-11 13:26:24
4aa163b8-5dc4-428a-a45a-cea0720fb02f,556e5ad87434de71e0948b9bca0046f5,1,credit_card,56.22,Success,Desktop,2024-12-19 10:03:09
fc8f8412-d1f4-4281-a477-ce463a2bf6f4,1108314d5c8392f935550f4bb2ab3e34,1,credit_card,53.76,Success,Mobile,2025-06-04 23:52:06
54aeb5d1-d0cb-423b-b1a5-d4ee3400bb36,39f8aaf58db880948c0d55e578166fc3,1,credit_card,30.00,Success,Mobile,2025-03-02 14:39:59
5e1f011e-1ea7-48b1-b546-bd8c6dc0b175,301c441176beabdc9ef015807d9290aa,5,credit_card,109.42,Success,Mobile,2024-10-07 23:14:01
467dc250-e14a-47f8-bc69-91ecc89f3a1c,4d0b787622daa9bd782364f14583ce5a,1,voucher,18.45,Success,Mobile,2025-01-23 09:09:18
c3b68caa-56fb-443b-9fe5-86c1f0c094ef,77831afddf2a5ebdda899a6adc91f88f,1,credit_card,99.28,Success,Mobile,2025-03-24 04:59:07
