session_id,session_start,customer_id,event_id,product_id,category_br,category_en,event_type,device,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
560,2025-08-10 10:52:30,a3fdba764690c8ef42c34a13e94cc48b,2,43d2e0df7224cb1c252c23cf36d597ad,bebes,baby,scroll,tablet,33d548bd0d29692e9dc471cdf65c441d,25931,mage,RJ
631,2025-08-11 10:35:30,1b38122bd6186b187d3af336471189e8,1,e82ca7be7d1b57da564dd48fbde08f2d,instrumentos_musicais,musical_instruments,page_view,mobile,37a7a61acf8d952ac11e756c8ff1ba4e,76962,cacoal,RO
405,2025-08-11 01:13:49,316639548b42fa621d9317afcbff05fd,1,5f287404fdf339bcbe657a37b6a4b048,brinquedos,toys,page_view,mobile,03f19e532a8b6cdbc7c56ec70516ad0a,83260,matinhos,PR
936,2025-07-31 14:00:14,75e1c6b3663a6b192922db91c754d164,1,f463be14aa25e52cdddcccccb9baff20,automotivo,auto,page_view,tablet,44c25e0d681c18ccc5461789f3cac74f,48900,juazeiro,BA
709,2025-08-01 11:44:32,b25b0018e1b95590a4fa567378d28bd2,2,40a247eff18242601020870abbfb4ba9,esporte_lazer,sports_leisure,scroll,mobile,8570c53159b9a61721697f9dd0adfdd1,36640,mar de espanha,MG
336,2025-08-08 22:43:01,a77331de9f041227365a9dbc92585722,1,62224b433a431310bf27129938ad9f64,esporte_lazer,sports_leisure,page_view,desktop,c204ea72a5a72e1b4a09af3b34b807d0,86990,marialva,PR
336,2025-08-11 00:15:49,bb7eb42e14e681c6107f6a8299025323,4,cb378611bbb39f1716b4f0c335201448,malas_acessorios,luggage_accessories,add_to_cart,desktop,d0d8fa36cfde7ec89c8c03a375609fb1,4002,sao paulo,SP
901,2025-08-14 09:36:35,53f923fd81130dee89725646dbc1ad0f,1,93d9ed4fb2b32cec509eae4f1860687d,artigos_de_natal,christmas_supplies,page_view,desktop,ab65c8033f3f79397b23ae75b3944d15,21070,rio de janeiro,RJ
454,2025-07-31 17:23:59,40f3a8d02b47a0705c03269ffc9a76dd,1,4f7453bf6629f63942b81205e1e2b1ba,ferramentas_jardim,garden_tools,page_view,desktop,c8d93bcb5f477df23b9722e56a24869a,5730,sao paulo,SP
495,2025-08-01 21:52:07,a60d40261ec9375242b49a6638016a53,2,baf25ed4f8f70238cc87230379471454,beleza_saude,health_beauty,scroll,tablet,6bc7c6211092294f2318ced7646e791b,31540,belo horizonte,MG
707,2025-08-02 20:49:05,6dfa75688bd7027b450552eb0353741c,1,e706fb211285b40b3555b302920e61fd,fashion_bolsas_e_acessorios,fashion_bags_accessories,page_view,mobile,c158265daf9d45a643c9b9810f7f511a,88302,itajai,SC
642,2025-08-14 02:30:51,389533a6b82f26804955dab1aca4a379,1,b71a01ab82c040ea808839190ff8786d,relogios_presentes,watches_gifts,page_view,tablet,3daa2d65a4f01c233f5da9f4381025c6,42807,camacari,BA
823,2025-08-13 14:36:35,bd930a85ef27d61b7f4b99458ada6956,3,46c57742071cc875558cc230df1aa9a4,relogios_presentes,watches_gifts,search_initiated,tablet,e11e6bf5e7ed9524d704de9a940e9232,70857,brasilia,DF
889,2025-08-13 23:12:22,16fd28bae68d51e34f732ae6d1337918,2,2d0090282bd77e1ae0f6336ba500facf,beleza_saude,health_beauty,scroll,desktop,f3bd15b22de2ea58658ea9e052ea99be,9540,sao caetano do sul,SP
878,2025-08-08 22:41:23,f94ce64db2a1734b3a34e61957627187,3,d0fe571ece70aecb0214567d9554486c,esporte_lazer,sports_leisure,search_initiated,mobile,6fd11ed41ea931e9ba7ef26aa9d60ebe,3191,sao paulo,SP
504,2025-08-04 13:45:03,666cb467ea14b1f98b33bdcf2e71d124,2,c039bfc3873f620fa1dea96f79530522,fashion_bolsas_e_acessorios,fashion_bags_accessories,scroll,tablet,9e015efc544eff0109aea1077d8609fe,4038,sao paulo,SP
355,2025-08-04 04:40:51,03fcc171d06123c951b373d1bf113748,1,efc176bdfdf6a6e5e9c4ba7c2de4978c,brinquedos,toys,page_view,tablet,f11173fedbf10c2913afef5844d86c9f,5171,sao paulo,SP
665,2025-08-03 19:23:10,ed2cb6882fb72357912fb1ebb592eb3f,4,30469bb5ea377eae7121981e2f0778e4,esporte_lazer,sports_leisure,add_to_cart,tablet,8a86ed4bed47bcac26f94311443b954c,19360,santo anastacio,SP
758,2025-08-13 12:34:59,1ee3f2411ad5097d580f5d8bbf3cd63f,2,a7e03f1bcebad9ca43f8f4dbda9bc1b6,beleza_saude,health_beauty,scroll,desktop,2d200dbe180dbd034616da1fced3e949,11410,guaruja,SP
823,2025-08-08 02:29:11,78ce8956f81efe3cc1fdad3544381d20,4,38f6f11c49e90b02571dea02043c9e3a,moveis_decoracao,furniture_decor,add_to_cart,tablet,f501763f86860a6276ac5bd82ed23925,8500,ferraz de vasconcelos,SP
709,2025-08-13 06:19:07,e7679548f90781fac8359cdbe2e2c729,2,c7084bc72369a57c93c6edaf0b60b235,beleza_saude,health_beauty,scroll,mobile,eb95548b5609bc72326178567edf6f69,7600,mairipora,SP
994,2025-08-13 17:47:10,0bb834758b9161844659f3d641da02af,6,4039be757013ccb66cb41d683261dece,utilidades_domesticas,housewares,apply_coupon,desktop,4994e3301734485d0f0f448377068f3d,66070,belem,PA
642,2025-08-02 21:55:57,e02f5d3db6a97933d8d9a4dfc6a69ea4,1,191f3eac7d624242f8eec11e472b877a,moveis_decoracao,furniture_decor,page_view,desktop,a28f925403b733be252893d297ffcd69,63030,juazeiro do norte,CE
252,2025-08-07 17:26:15,eeefdd738a57bdbadf9eec64a5a5dec9,3,aeb767ca82c5a6cca8bbac33c4e21579,construcao_ferramentas_construcao,construction_tools_construction,search_initiated,tablet,38933a82e1ea290b1d558b9beaaae811,36750,palma,MG
495,2025-08-07 20:22:24,dfd31f8e07d6a7078ae3c8119cef1c2e,4,8787e56abaa84fc6c3ba9afa857632b1,moveis_escritorio,office_furniture,add_to_cart,desktop,60037f6454b51af266bb195271583c42,9784,sao bernardo do campo,SP
470,2025-08-06 15:07:52,96f1ea7875a9fcfee0be3af8015f48cd,4,def8b2856a5c8fea8715aa849a198cd4,brinquedos,toys,add_to_cart,desktop,8a3bb3e78e9a0ffbf3e47f8fb749b4cb,22760,rio de janeiro,RJ
631,2025-08-14 01:21:17,97dd9c6923b3237b650f1f4f3f2145ad,6,793b8fa20a40b4b14c94ab9681bf13b5,moveis_decoracao,furniture_decor,apply_coupon,tablet,34ff67eb3466a779b2f6b6fd56a3b953,3335,sao paulo,SP
733,2025-08-03 00:16:44,ba72c004d59d5ff2938572234ded865c,1,fad4749b2c2fd437cc92e2fa0b6e5d45,cama_mesa_banho,bed_bath_table,page_view,mobile,c23625b050d7d34272be416aa7b89aea,11380,sao vicente,SP
495,2025-08-02 12:31:20,0fa5c9cb31322dbe498b9e2fb4ee05e2,3,1a90af24f474949bdc928a39b627fd57,brinquedos,toys,search_initiated,desktop,31a661e2227564f12b1424a66f3cf528,3081,sao paulo,SP
631,2025-08-02 00:20:52,695021d70367c5f1e0d45fa0a7094622,2,d475247b8adc9f4c339da83abee9a351,esporte_lazer,sports_leisure,scroll,desktop,b69df21561434340cd6e296ef27fae83,18740,taquarituba,SP
997,2025-08-14 14:34:07,bd23e7fa3205d01609afa746fa646770,1,f6cdf7aae7f5fb3d67142d5f385ae785,informatica_acessorios,computers_accessories,page_view,desktop,37ede4fc7ea61130d7d5bc149723ac40,20560,rio de janeiro,RJ
823,2025-08-04 09:05:19,1f7a22279c8d2dcb4819098ba596d3f8,3,fb9c4133006cdb80c0a96dd36310aac4,automotivo,auto,search_initiated,mobile,800820dd5f33d2052854b4585fdbf01d,13207,jundiai,SP
802,2025-08-10 18:46:50,2afcc4c46893cd524b6a4634cabdf226,4,1e9718b1172540cd45abc1cfa8750da6,fashion_bolsas_e_acessorios,fashion_bags_accessories,add_to_cart,tablet,8a4cddc3974dff18373cfdeebd89ee50,23063,rio de janeiro,RJ
372,2025-08-06 15:55:41,76777c242d016fa5ec12e8d4d450a59f,1,f87341d0a32c1998e212c1c9ec6d3362,ferramentas_jardim,garden_tools,page_view,mobile,b46025afbb68faa3eae275eb50eb2966,13806,mogi mirim,SP
386,2025-08-10 06:38:46,fb26eff42e25a6ee635de85d8587b85f,4,8a980dfdaa65705c68887400af28534e,ferramentas_jardim,garden_tools,add_to_cart,tablet,63eef04cea80cd9c94b9cbea99e5324a,37950,sao sebastiao do paraiso,MG
802,2025-08-02 12:37:23,e6f80de619482c71a9a08d37b87ffe54,1,388ff2c827798649fc2a40fd7af129d5,moveis_decoracao,furniture_decor,page_view,desktop,409379e6e577c89589dade402e6c2522,97542,alegrete,RS
838,2025-08-05 18:21:30,9431058c0d24bf917751473cca9b9054,2,7b1f8f93b6f8c691bb739451774f07b0,automotivo,auto,scroll,mobile,87ab7ef17c5bf5d49b4688194b5de6e3,3275,sao paulo,SP
746,2025-08-04 02:24:32,666c0f64c30e46fc3d1e3c6c1974224b,3,6cc6509fe96a5ee8b3125550e8092a00,beleza_saude,health_beauty,search_initiated,tablet,9fcbc68ae4d41a33582353aa2f68db4a,13285,vinhedo,SP
709,2025-08-14 10:58:34,3419ff5a5c40c1a5197badd7f0751042,1,a4c7e73a8ce075149b5f6592fdd29367,informatica_acessorios,computers_accessories,page_view,tablet,eb68e3be1405c884053490873ac49a3d,78515,nova canaa do norte,MT
454,2025-08-14 02:43:20,4ccd20adf1bd2ac9b5a490d9a5ee2b75,1,92c22a554e81bcc9dd5aa9824b1f510f,automotivo,auto,page_view,tablet,5ce049f2479d3d89913200539bedf131,39550,taiobeiras,MG
709,2025-08-12 21:53:26,71cd39c7efaa1482f3d111e5caef0b7b,3,a57878a3c4874b342d09d163ae63e596,cool_stuff,cool_stuff,search_initiated,tablet,ad44c5517b7efe74b8f797c1d6ddc982,95500,santo antonio da patrulha,RS
560,2025-08-14 05:40:39,0437042370a13825737a6b3ec892166a,1,635b74f3dd5462e3c133b42cd9299fa2,market_place,market_place,page_view,mobile,dc7231ae7ea2f5af8f54965e6c999611,1508,sao paulo,SP
642,2025-08-01 04:41:46,b317ff7aa0f8aec84ee237363b6ca0fd,4,7532d12ded8aa3d108d6326a05466bc6,livros_interesse_geral,books_general_interest,add_to_cart,mobile,3991c84b618da2e02b44ba48aba925d1,37002,varginha,MG
906,2025-08-10 17:31:39,49acc665a9c9ae87119f71f788854883,4,2d5fe303346a3a5650b3b115dbb4b699,utilidades_domesticas,housewares,add_to_cart,tablet,880abf8eb99187d4a6f3dafad7eb5d75,97700,santiago,RS
665,2025-08-14 02:06:53,b99655875e88535e49976ea21cb258a1,6,4e9e7d1bed5934971a6ac480a0f5069f,pet_shop,pet_shop,apply_coupon,desktop,ecebb5627b6336378511917b54a81405,31525,belo horizonte,MG
878,2025-08-04 22:23:27,672f818c29f764d046b1c0d8ccf26302,1,19b7d3eaa7343bd751c222bd14f44fa2,moveis_decoracao,furniture_decor,page_view,tablet,9d2314c36fd6858be8a64387d6adb47f,12600,lorena,SP
823,2025-07-31 14:05:36,840bb79be81df04d60152060690d28ba,2,09b069a1846b0e666a398952c8ba1605,esporte_lazer,sports_leisure,scroll,tablet,1db95e2b0f110b5bf9eec898beee791d,21941,rio de janeiro,RJ
997,2025-08-04 03:06:57,f5d5e8f28f5fb483dd4e23b1d03dc2b7,3,2a58eaba034398b020fe690c6dbb4b92,perfumaria,perfumery,search_initiated,desktop,c3f3f3473920be3b7bbff219a7e38db0,22775,rio de janeiro,RJ
898,2025-07-31 07:56:49,3e277dd291df189c1328735fa3137686,1,d1eae8696e58fd64c47a433ad605f2a4,beleza_saude,health_beauty,page_view,tablet,4795fb1b0d025528a80e2e9ed5b35a85,9811,sao bernardo do campo,SP
631,2025-07-31 23:13:13,4c594e94dfd6acf3602a38e5998b5378,6,2c14b8fb1b0888410324f12fc6748772,ferramentas_jardim,garden_tools,apply_coupon,tablet,dc0c390d282366e451452dc72340b949,38140,prata,MG
936,2025-08-04 13:41:29,c6e338678dd6ad971bd8d9f15f8448b0,3,300a6327ab13de0f4e0d3ec3270df6a3,eletronicos,electronics,search_initiated,desktop,95a544e89c0efca792d1253fdc786bcf,23587,rio de janeiro,RJ
405,2025-08-14 22:34:47,164eda7a0e5ff5a4e059482981f52eef,2,ff5bdcc63751127e726cb69cff0cb5de,utilidades_domesticas,housewares,scroll,tablet,0b3cd88a3a4cd7a710bb2c23e4c99904,75180,silvania,GO
898,2025-08-04 18:59:36,87a881096307226b4dc03e9fa748cfbb,1,960f877599875172acdb3504cf4a55af,beleza_saude,health_beauty,page_view,tablet,a14a2046b4b6df4f2f09fb17470d3bd7,89027,blumenau,SC
733,2025-08-05 15:58:38,e0883b000f22acea52d0256b5a866968,3,6a29caa68d4bc5536b4447c25de4c937,automotivo,auto,search_initiated,mobile,7116e5cd7a02545640934ef0d25a5bb7,23092,rio de janeiro,RJ
506,2025-08-03 02:35:34,6929bf13d69a3e1100ca056efd8c2c40,1,e566f2bdd9521bfcb63047b4ac0cfa2c,beleza_saude,health_beauty,page_view,desktop,62703203e3d156919c686725629ff660,89700,concordia,SC
470,2025-08-01 10:55:51,d231f1ac967fe67f2853f0075012744f,3,a6492cc69376c469ab6f61d8f44de961,eletroportateis,small_appliances,search_initiated,desktop,e5ef105b0d7651ba4159de0ca6c2aeab,3422,sao paulo,SP
323,2025-08-03 03:33:33,dfbbddd720e537cd1947405a1a15b585,1,38b5079a807bb9f22ddfa46f929accee,perfumaria,perfumery,page_view,tablet,b8b59f2f9eb5fef9d081df532265ef1a,13070,campinas,SP
906,2025-08-11 21:50:39,a599bcb4e597bbc3a7b1a1f6e39988ee,2,5c2fc243b33c2c7c211fd9e09beb7cab,esporte_lazer,sports_leisure,scroll,tablet,4ff376209add6152358ad7ae10a6f6c1,2169,sao paulo,SP
997,2025-07-31 22:42:46,54a4c64c93287805c37daacbcaaf43d2,5,05df88a280f9c6edca3b2f5f9b3e75ad,cama_mesa_banho,bed_bath_table,remove_from_cart,desktop,f0d52b021dbfdb9814121fe4b10e4533,1549,sao paulo,SP
506,2025-08-03 04:15:40,e5c87f8146accd4ad373274872619d31,4,e13e355c4fb4736afe0e3ea38fce8558,construcao_ferramentas_construcao,construction_tools_construction,add_to_cart,tablet,e8c1041e916498bf50ea68017bbe887b,12380,santa branca,SP
997,2025-08-05 09:49:32,0fba33b27b39bc65c41c41c9b4048455,3,f42a421aee7e5f8a70a9b68cfd53ef55,eletronicos,electronics,search_initiated,tablet,1c91783c053fa087ebeb04cee81e8942,71927,brasilia,DF
665,2025-08-14 15:26:49,6d67d2bbd339e5ce434c5bcf85bd654b,4,db624f08f4e059241d3842eb750ecd7b,moveis_sala,furniture_living_room,add_to_cart,tablet,6143af65fa3b3ba78098b7117ef00d23,72425,brasilia,DF
386,2025-08-06 17:08:24,c8728a6ecadbec957fde55e78ca8d03d,2,271267c730bcc8b1f657e6c0bfbe058c,cama_mesa_banho,bed_bath_table,scroll,mobile,7a719658eed0828e426754ed3aa9eb2d,19200,pirapozinho,SP
665,2025-08-05 21:55:27,f1d3bd4e6b8c7df24fef98121bd8710d,1,3ecbc951688c7c4888ffe682edb8d651,esporte_lazer,sports_leisure,page_view,mobile,04601940a8e4d9e3290ed0b82f3e318e,6050,osasco,SP
372,2025-08-07 20:46:34,414c7f3b03fb1987a4dc6d1441ee54c8,4,c2849941c090e1ee1732b25aaf01b397,relogios_presentes,watches_gifts,add_to_cart,desktop,b10cdda7855556f7ca3e9a9540e45edb,29164,serra,ES
823,2025-08-13 18:57:06,541897c4a14ee949251467976a71fd07,2,4f7d43c1033d092cbf61921a482a1396,perfumaria,perfumery,scroll,tablet,bcfd851bad786b32ac064ea49e811248,65620,coelho neto,MA
405,2025-08-08 22:27:21,e97bba2718a6ad6031cd22ec08306c0a,2,7f6308ba4057a6a740af7b4dcfb79c13,telefonia,telephony,scroll,tablet,0b9779fc6ad98cb8c70a27bbf997d8bc,9061,santo andre,SP
431,2025-08-06 10:46:29,941d964dd9641b26ca7f8f1d33b32971,3,985bf2af90ac31349ca19417e2752410,casa_construcao,home_construction,search_initiated,desktop,57f7824da4ffda33a744d12ecbeb90c8,17526,marilia,SP
499,2025-08-03 05:10:17,4f9aac9e4ad8fe9d9c9fe19daf940134,2,4a6fffd5a0ca2230cf5b84dc624e9f95,livros_interesse_geral,books_general_interest,scroll,tablet,7d34060b4a349fb0b0e2e204e4faad80,30626,belo horizonte,MG
709,2025-08-09 17:22:35,2d2fddcb051ba1be58126988e10b34fe,2,656bf6da1eeb7dd128b9b567eea3ca3e,casa_construcao,home_construction,scroll,mobile,1d032f25fd407a29c5c756f9550b4809,13605,araras,SP
419,2025-08-03 23:03:23,87279ee4ad47e57bd884877c18ad1f4d,2,f3456a2585f6774a74e39abccf24a9b0,beleza_saude,health_beauty,scroll,mobile,33e803919107edcfb61c7757d38984b5,2961,sao paulo,SP
994,2025-08-12 13:19:42,9e7518667075b04bcac1c301ded485f1,2,299273104a3a302b82ad5f9aa93d6d91,casa_construcao,home_construction,scroll,tablet,02d2c7276ffd446eaab3a3252e61b641,79800,dourados,MS
746,2025-08-11 22:43:33,718ac71e13610e09fb91104bb59b99f5,1,60a233b2fb18e7982bd7a653c23d5a99,casa_conforto,home_confort,page_view,mobile,ba6aa71aaed4cffaacbba4a1b62775d7,5889,sao paulo,SP
504,2025-08-02 17:45:10,0e8ada3654b94e0d569b44233db3c9dc,2,9892435c317b92530812ef9fe68cffc6,fashion_bolsas_e_acessorios,fashion_bags_accessories,scroll,desktop,430205ab3bd4700f1934a49b0f6c610e,71503,brasilia,DF
805,2025-08-05 06:12:40,0f2091dc4350fae3b3ce7b81a55c86b1,4,c3b01b2e86b6fef991c30e470d191d44,esporte_lazer,sports_leisure,add_to_cart,desktop,dc48b0a1b0e6abb6586f322c189f6b93,40080,salvador,BA
878,2025-08-14 04:22:17,c39c0acb50acd91213bd5ec365926c83,1,1201cfbb572a190305bbefabcec7e7eb,consoles_games,consoles_games,page_view,mobile,5d157ee414a8fbe24f053775f4ebcf32,14955,borborema,SP
506,2025-08-11 11:00:37,1eee145a6e298c2b4b0529960fa86368,1,a5a2b70ed811fc99be9a6ba5961b7f05,fashion_bolsas_e_acessorios,fashion_bags_accessories,page_view,tablet,67429e38fb995fb271124232d88ea09b,6814,embu das artes,SP
991,2025-08-11 19:44:23,58d3967487a56405f5588620eb0da3a9,3,d6d121aae35cf0cb9078f82deb7047d2,fashion_bolsas_e_acessorios,fashion_bags_accessories,search_initiated,tablet,0fc613bbfaee6a943e2c8d02aab97a7e,42706,lauro de freitas,BA
506,2025-08-14 05:32:19,3c91ba1942ac3625e57ca5c023ca2305,3,5b757fed0d82a5850bcf22f01af06c6b,beleza_saude,health_beauty,search_initiated,tablet,b6da8c6b219a8517245fb2f173a36f2f,11461,guaruja,SP
323,2025-08-04 20:37:25,c67cbee02d1a52e38766ce39b58a5526,3,e50c2e5c542dd022f410b11b78c7d65e,telefonia,telephony,search_initiated,mobile,5d8a8c7d4beb539c2bdcf74cd75902ec,8382,sao paulo,SP
997,2025-08-05 10:34:39,a5d59411b8a5ffeaa2bd0dbe2632ffc0,1,5050cfa82dba6f455d0e91b798777f21,beleza_saude,health_beauty,page_view,mobile,517de5133abcfdf50d234551345bf99a,12031,taubate,SP
665,2025-08-02 03:45:35,886e8ae88a209bcadbfbd22a87ea6884,1,2c715979f8471e42e0daeeb855f04f9c,moveis_decoracao,furniture_decor,page_view,tablet,363adebd963517a77ad0d8b0c17c0966,86390,cambara,PR
746,2025-08-02 10:37:09,f0063eff5de6c74e859ef5b403316c53,5,b5e04fdc949ee208ed3f3ba6a7696046,bebes,baby,remove_from_cart,tablet,a49e0376009f52b244fc67052627ad6f,89130,indaial,SC
802,2025-08-11 14:55:16,8396be4045204d3e3af9cb77f8a230e4,1,edc044b1d3b518153d2b3b2c811ff0e2,cool_stuff,cool_stuff,page_view,tablet,5e3f9ee4b948b61e902cce42e227cae8,95180,farroupilha,RS
336,2025-08-14 15:27:44,6937b8b182ca7d01553e2eb0d8cbb429,1,8eb8da639b6e68ec3b2f3e02d5d6a4b4,moveis_decoracao,furniture_decor,page_view,mobile,eeb7346247b026ee29a48803df6ed07e,55500,escada,PE
506,2025-08-12 22:52:37,ee548be15e31ee5e3d954f9a7bdd3fb4,1,636598095d69a5718e67d2c9a3c7dde6,ferramentas_jardim,garden_tools,page_view,mobile,154b79b89da73c15d64202bda6f47f9e,13501,rio claro,SP
252,2025-08-01 22:07:59,f1159a36d6696022379b3696298d1316,4,d6a95e3741f817881010aa71433051b5,eletrodomesticos,home_appliances,add_to_cart,mobile,16b256e5df531b940170cd24e7b26a82,6624,jandira,SP
733,2025-08-10 15:08:33,d99f8b1e9ab4bd423659a3fc04bc4e05,1,993ac19aa975075775c16ba15426f8be,informatica_acessorios,computers_accessories,page_view,desktop,3559644b8b6ec711c33e74a13a66e9ce,37310,bom jardim de minas,MG
506,2025-08-03 09:29:17,664c19a838d368c81b12d20087ae22b9,4,60b8232efc6b30822171dff08d6c439f,automotivo,auto,add_to_cart,tablet,346dce995fc6c92cd80e64c0bd69c651,72020,brasilia,DF
733,2025-08-03 03:42:54,b4b70674594bffa85de4fa07e9413a23,1,ff9fa77f938462abd16b53c0d934099f,esporte_lazer,sports_leisure,page_view,tablet,8cd6f80d3c3994e2060d46ec07ff0b0a,39960,jequitinhonha,MG
927,2025-08-05 20:40:21,f4496e91712e3a90cd82e287ea53c256,2,176faef125e3675b4eeaa6083ada61e1,bebes,baby,scroll,mobile,92802a430d942f30dc75c07de3a26bce,15130,mirassol,SP
470,2025-08-14 23:34:56,cd468aa55db7ae88a497a08f2f05bbd0,4,f1bad58626618e14b6b25b096acee146,beleza_saude,health_beauty,add_to_cart,desktop,347db05aef50663173f7a9db451e1eaa,45790,potiragua,BA
405,2025-08-03 19:46:12,732b3392e5516cb60017547792c7e141,1,e8452a21116fc579999d65cb5279797a,cama_mesa_banho,bed_bath_table,page_view,desktop,a8df31b568556605935ad291fa8cc166,51030,recife,PE
735,2025-08-02 04:51:28,34b10ac8b6807ba32d473de41885b2d3,1,b1fa7a05a5eb864f4fd083ef11c0d0d6,brinquedos,toys,page_view,desktop,22943c7ae011e5d5fc8f7a4b838af5d7,37540,santa rita do sapucai,MG
933,2025-07-31 09:18:55,e0f0e573de9eed01f4dbde5f9323c48b,3,0527af46c46b7a345d2086ea304ae8d7,eletronicos,electronics,search_initiated,tablet,decc46797b7d5c2c0146cc3e93720aaa,6386,carapicuiba,SP
758,2025-08-08 22:36:26,bdb7038318ec6db24bc3c6c3bf7b6eb6,4,c1af5ce247fd5fd18c52ba645c3c87b6,utilidades_domesticas,housewares,add_to_cart,mobile,49a7315252795574abb6a43b3bfcf864,3970,sao paulo,SP
336,2025-08-07 18:37:37,c6e095c02c127a9a70519bafb092be5c,6,fadc89c2a60ff96b18827644074dfd70,utilidades_domesticas,housewares,apply_coupon,desktop,114f0b19eb9bbac33eff4d0f04e6b113,12324,jacarei,SP
441,2025-08-12 20:53:36,62e4c45005f78e9efce8f9b361151a04,2,5b2a0acb44aa8701a7b2ae662c51b3f9,eletronicos,electronics,scroll,desktop,7f8332909b975683069ed4777867f021,74973,aparecida de goiania,GO
386,2025-08-09 12:50:46,07f96b6867d9a170014744b286362436,1,3d13b6c4a341d28974fbf776957250b0,utilidades_domesticas,housewares,page_view,mobile,0fb8f35586a814c879899f53c98b442a,22451,rio de janeiro,RJ
898,2025-08-04 20:25:54,017b60010b64f28dcc98161205bbf51e,1,a8d2af10596b8acd5f45c720fe9745aa,cama_mesa_banho,bed_bath_table,page_view,mobile,fa1dd6178e738a81cffa3efea1cfe827,6411,barueri,SP
665,2025-08-13 06:14:38,5b7cbb84e59c351123b7d55e64260c61,1,9d0e471ed428c6b5c87c055d434b0cd6,fashion_bolsas_e_acessorios,fashion_bags_accessories,page_view,tablet,f7bcb9246dd6d2a67db161436640a2f3,13905,amparo,SP
709,2025-08-08 12:30:39,f7be76b803e9e30d3432bcc0ace89803,2,fadde2aec26938dd22add77b290d279d,utilidades_domesticas,housewares,scroll,desktop,9b5a53aa7fc5dc8ceb06710c7e182e6c,89652,ibiam,SC
989,2025-08-13 00:25:12,bae2e17717f1e6f357bbac0107dabfd6,3,3fe46d73f7527ad59e36c21c3e783041,consoles_games,consoles_games,search_initiated,desktop,a908f7551bf4ad06732bd84eff560037,39804,teofilo otoni,MG
441,2025-07-31 01:40:04,47c86af221a1224eefc71b9f9600ef02,2,60831f149488243f31618867accce8cd,brinquedos,toys,scroll,desktop,6641a8b5e1523a486420211710917f7e,60410,fortaleza,CE
495,2025-08-10 03:31:37,f9835d0178a2ef988d91ea05bc03f16f,3,e1772099adc6b03202a50a2aae5efb0c,brinquedos,toys,search_initiated,tablet,abf7ad6741caa815774324f973f781df,2079,sao paulo,SP
355,2025-08-11 04:54:04,0e3b2ecc8d50d0c212672aa10520e74c,1,67a1e52f1184a4ffecff3b0a80d00889,moveis_decoracao,furniture_decor,page_view,tablet,95e52c90fb1f27338de757a076885ca6,36037,juiz de fora,MG
